Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	batch	biomaterial_provider	cell_subtype	cell_type	isolate	phenotype	sex	source_name	tissue	wellID	wellKey
RNA-Seq		77	PRJNA580481	SAMN13160374	Human	SCILIFELAB	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7295541	0	NextSeq 500	PAIRED	PolyA	TRANSCRIPTOMIC	7	2019-12-10	2686	1087	Homo sapiens	ILLUMINA	2019-12-31	SRR10616381	SRS5788798	SRP227528	RA_C_1	38		Vivianne Malmström			7		male		Synovium		
RNA-Seq		287	PRJNA600510	SAMN13825072		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540332	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5660	2481	Homo sapiens	ILLUMINA	2020-01-12	SRR10870353	SRS5978906	SRP241209	GSM4259544									RA hip	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825048		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540331	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5449	2404	Homo sapiens	ILLUMINA	2020-01-12	SRR10870352	SRS5978907	SRP241209	GSM4259543									RA hip	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825071		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540333	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5708	2512	Homo sapiens	ILLUMINA	2020-01-12	SRR10870354	SRS5978908	SRP241209	GSM4259545									RA hip	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825070		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540334	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5958	2618	Homo sapiens	ILLUMINA	2020-01-12	SRR10870355	SRS5978909	SRP241209	GSM4259546									RA hip	Fibroblast-like Synoviocytes		
RNA-Seq		288	PRJNA600510	SAMN13825068		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540336	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5390	2354	Homo sapiens	ILLUMINA	2020-01-12	SRR10870357	SRS5978910	SRP241209	GSM4259548									RA hip	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825069		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540335	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	6061	2674	Homo sapiens	ILLUMINA	2020-01-12	SRR10870356	SRS5978911	SRP241209	GSM4259547									RA hip	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825067		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540337	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5833	2562	Homo sapiens	ILLUMINA	2020-01-12	SRR10870358	SRS5978912	SRP241209	GSM4259549									RA hip	Fibroblast-like Synoviocytes		
RNA-Seq		288	PRJNA600510	SAMN13825066		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540338	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5337	2333	Homo sapiens	ILLUMINA	2020-01-12	SRR10870359	SRS5978913	SRP241209	GSM4259550									RA hip	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825065		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540339	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5831	2558	Homo sapiens	ILLUMINA	2020-01-12	SRR10870360	SRS5978914	SRP241209	GSM4259551									RA hip	Fibroblast-like Synoviocytes		
RNA-Seq		288	PRJNA600510	SAMN13825063		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540340	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5118	2247	Homo sapiens	ILLUMINA	2020-01-12	SRR10870361	SRS5978915	SRP241209	GSM4259552									RA hip	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825062		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540341	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5716	2519	Homo sapiens	ILLUMINA	2020-01-12	SRR10870362	SRS5978916	SRP241209	GSM4259553									RA knee	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825061		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540342	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5975	2631	Homo sapiens	ILLUMINA	2020-01-12	SRR10870363	SRS5978917	SRP241209	GSM4259554									RA knee	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825060		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540343	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5383	2362	Homo sapiens	ILLUMINA	2020-01-12	SRR10870364	SRS5978918	SRP241209	GSM4259555									RA knee	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825059		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540344	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5656	2490	Homo sapiens	ILLUMINA	2020-01-12	SRR10870365	SRS5978919	SRP241209	GSM4259556									RA knee	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825064		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540345	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5490	2425	Homo sapiens	ILLUMINA	2020-01-12	SRR10870366	SRS5978920	SRP241209	GSM4259557									RA knee	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825058		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540346	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5797	2539	Homo sapiens	ILLUMINA	2020-01-12	SRR10870367	SRS5978921	SRP241209	GSM4259558									RA knee	Fibroblast-like Synoviocytes		
RNA-Seq		285	PRJNA600510	SAMN13825057		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540347	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	6095	2699	Homo sapiens	ILLUMINA	2020-01-12	SRR10870368	SRS5978922	SRP241209	GSM4259559									RA knee	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825056		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540348	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	6825	2995	Homo sapiens	ILLUMINA	2020-01-12	SRR10870369	SRS5978923	SRP241209	GSM4259560									RA knee	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825055		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540349	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5394	2378	Homo sapiens	ILLUMINA	2020-01-12	SRR10870370	SRS5978924	SRP241209	GSM4259561									RA knee	Fibroblast-like Synoviocytes		
RNA-Seq		287	PRJNA600510	SAMN13825054		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7540350	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC		2020-01-10	5027	2209	Homo sapiens	ILLUMINA	2020-01-12	SRR10870371	SRS5978925	SRP241209	GSM4259562									RA knee	Fibroblast-like Synoviocytes		
RNA-Seq		77	PRJNA580481	SAMN13160375	Human	SCILIFELAB	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7583562	0	NextSeq 500	PAIRED	PolyA	TRANSCRIPTOMIC	8	2020-01-20	3496	1388	Homo sapiens	ILLUMINA	2020-01-20	SRR10916160	SRS6017131	SRP227528	RA_C_2	38		Vivianne Malmström			8		male		Synovium		
RNA-Seq		77	PRJNA580481	SAMN13160376	Human	SCILIFELAB	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7583990	0	NextSeq 500	PAIRED	PolyA	TRANSCRIPTOMIC	9	2020-01-20	3182	1259	Homo sapiens	ILLUMINA	2020-01-20	SRR10916592	SRS6017918	SRP227528	RA_C_3	38		Vivianne Malmström			9		male		Synovium		
RNA-Seq		77	PRJNA580481	SAMN13160377	Human	SCILIFELAB	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7586148	0	NextSeq 500	PAIRED	PolyA	TRANSCRIPTOMIC	10	2020-01-21	5421	2290	Homo sapiens	ILLUMINA	2020-01-21	SRR10918926	SRS6019799	SRP227528	SpA_A_1	47		Vivianne Malmström			10		male		Synovium		
RNA-Seq		77	PRJNA580481	SAMN13160378	Human	SCILIFELAB	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7622493	0	NextSeq 500	PAIRED	PolyA	TRANSCRIPTOMIC	11	2020-01-23	5491	2284	Homo sapiens	ILLUMINA	2020-01-23	SRR10956000	SRS6054483	SRP227528	SpA_A_2	47		Vivianne Malmström			11		male		Synovium		
RNA-Seq		77	PRJNA580481	SAMN13160379	Human	SCILIFELAB	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7664491	0	NextSeq 500	PAIRED	PolyA	TRANSCRIPTOMIC	12	2020-02-03	6132	2544	Homo sapiens	ILLUMINA	2020-02-03	SRR11003642	SRS6092974	SRP227528	SpA_A_3	47		Vivianne Malmström			12		male		Synovium		
RNA-Seq		150	PRJNA605250	SAMN14052686	Human	SHICHENG GUO, CIBM AND MCRI, MARSHFIELD CLINIC RESEARCH INSTITUTE	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7688279	0	Illumina NovaSeq 6000	PAIRED	RANDOM	TRANSCRIPTOMIC	S1	2020-02-07	2369	1054	Homo sapiens	ILLUMINA	2020-02-07	SRR11036026	SRS6114750	SRP247536	S1	NA		NA			S1		missing		PBMC		
RNA-Seq		150	PRJNA605250	SAMN14052688	Human	SHICHENG GUO, CIBM AND MCRI, MARSHFIELD CLINIC RESEARCH INSTITUTE	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7688281	0	Illumina NovaSeq 6000	PAIRED	RANDOM	TRANSCRIPTOMIC	S3	2020-02-07	3457	1539	Homo sapiens	ILLUMINA	2020-02-07	SRR11036024	SRS6114751	SRP247536	S3	NA		NA			S3		missing		PBMC		
RNA-Seq		150	PRJNA605250	SAMN14052689	Human	SHICHENG GUO, CIBM AND MCRI, MARSHFIELD CLINIC RESEARCH INSTITUTE	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7688282	0	Illumina NovaSeq 6000	PAIRED	RANDOM	TRANSCRIPTOMIC	S4	2020-02-07	3027	1353	Homo sapiens	ILLUMINA	2020-02-07	SRR11036023	SRS6114752	SRP247536	S4	NA		NA			S4		missing		PBMC		
RNA-Seq		150	PRJNA605250	SAMN14052690	Human	SHICHENG GUO, CIBM AND MCRI, MARSHFIELD CLINIC RESEARCH INSTITUTE	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7688283	0	Illumina NovaSeq 6000	PAIRED	RANDOM	TRANSCRIPTOMIC	S5	2020-02-07	2753	1229	Homo sapiens	ILLUMINA	2020-02-07	SRR11036022	SRS6114753	SRP247536	S5	NA		NA			S5		missing		PBMC		
RNA-Seq		150	PRJNA605250	SAMN14052691	Human	SHICHENG GUO, CIBM AND MCRI, MARSHFIELD CLINIC RESEARCH INSTITUTE	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7688284	0	Illumina NovaSeq 6000	PAIRED	RANDOM	TRANSCRIPTOMIC	S6	2020-02-07	2724	1223	Homo sapiens	ILLUMINA	2020-02-07	SRR11036021	SRS6114754	SRP247536	S6	NA		NA			S6		missing		PBMC		
RNA-Seq		150	PRJNA605250	SAMN14052687	Human	SHICHENG GUO, CIBM AND MCRI, MARSHFIELD CLINIC RESEARCH INSTITUTE	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7688280	0	Illumina NovaSeq 6000	PAIRED	RANDOM	TRANSCRIPTOMIC	S2	2020-02-07	3081	1377	Homo sapiens	ILLUMINA	2020-02-07	SRR11036025	SRS6114755	SRP247536	S2	NA		NA			S2		missing		PBMC		
RNA-Seq		150	PRJNA605250	SAMN14052692	Human	SHICHENG GUO, CIBM AND MCRI, MARSHFIELD CLINIC RESEARCH INSTITUTE	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7688285	0	Illumina NovaSeq 6000	PAIRED	RANDOM	TRANSCRIPTOMIC	S7	2020-02-07	2740	1221	Homo sapiens	ILLUMINA	2020-02-07	SRR11036020	SRS6114756	SRP247536	S7	NA		NA			S7		missing		PBMC		
WGS		302	PRJNA598446	SAMN13705424	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697959	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0004	2020-02-08	6721	2766	Homo sapiens	ILLUMINA	2020-08-05	SRR11047673	SRS6122471	SRP247758	RHB_RAM_0004	55		NA			RHB_RAM_0004		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705425	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697960	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0007	2020-02-08	6232	2587	Homo sapiens	ILLUMINA	2020-08-05	SRR11047672	SRS6122472	SRP247758	RHB_RAM_0007	64		NA			RHB_RAM_0007		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705434	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697961	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0040	2020-02-08	7660	3001	Homo sapiens	ILLUMINA	2020-08-05	SRR11047671	SRS6122473	SRP247758	RHB_RAM_0040	65		NA			RHB_RAM_0040		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705435	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697962	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0041	2020-02-08	4843	1973	Homo sapiens	ILLUMINA	2020-08-05	SRR11047670	SRS6122474	SRP247758	RHB_RAM_0041	66		NA			RHB_RAM_0041		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705436	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697963	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0042	2020-02-08	4603	1859	Homo sapiens	ILLUMINA	2020-08-05	SRR11047669	SRS6122475	SRP247758	RHB_RAM_0042	75		NA			RHB_RAM_0042		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705437	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697964	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0043	2020-02-08	4586	1860	Homo sapiens	ILLUMINA	2020-08-05	SRR11047668	SRS6122476	SRP247758	RHB_RAM_0043	60		NA			RHB_RAM_0043		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705438	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697965	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0044	2020-02-08	5985	2456	Homo sapiens	ILLUMINA	2020-08-05	SRR11047667	SRS6122477	SRP247758	RHB_RAM_0044	73		NA			RHB_RAM_0044		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705439	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697966	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0048	2020-02-08	5805	2327	Homo sapiens	ILLUMINA	2020-08-05	SRR11047666	SRS6122478	SRP247758	RHB_RAM_0048	32		NA			RHB_RAM_0048		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705440	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697967	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0051	2020-02-08	4864	1964	Homo sapiens	ILLUMINA	2020-08-05	SRR11047665	SRS6122479	SRP247758	RHB_RAM_0051	70		NA			RHB_RAM_0051		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705441	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697968	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0054	2020-02-08	5510	2178	Homo sapiens	ILLUMINA	2020-08-05	SRR11047664	SRS6122480	SRP247758	RHB_RAM_0054	67		NA			RHB_RAM_0054		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705442	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697969	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0058	2020-02-08	3974	1586	Homo sapiens	ILLUMINA	2020-08-05	SRR11047663	SRS6122481	SRP247758	RHB_RAM_0058	65		NA			RHB_RAM_0058		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705443	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697970	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0060	2020-02-08	5793	2406	Homo sapiens	ILLUMINA	2020-08-05	SRR11047662	SRS6122482	SRP247758	RHB_RAM_0060	66		NA			RHB_RAM_0060		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705426	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697971	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0013	2020-02-08	3860	1642	Homo sapiens	ILLUMINA	2020-08-05	SRR11047661	SRS6122483	SRP247758	RHB_RAM_0013	53		NA			RHB_RAM_0013		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705444	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697972	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0061	2020-02-08	6544	2512	Homo sapiens	ILLUMINA	2020-08-05	SRR11047660	SRS6122484	SRP247758	RHB_RAM_0061	72		NA			RHB_RAM_0061		male		Human stool sample		
WGS		302	PRJNA598446	SAMN13705445	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697973	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0062	2020-02-08	6504	2533	Homo sapiens	ILLUMINA	2020-08-05	SRR11047659	SRS6122485	SRP247758	RHB_RAM_0062	NA		NA			RHB_RAM_0062		NA		Human stool sample		
WGS		302	PRJNA598446	SAMN13705446	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697974	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0063	2020-02-08	7942	3188	Homo sapiens	ILLUMINA	2020-08-05	SRR11047658	SRS6122486	SRP247758	RHB_RAM_0063	55		NA			RHB_RAM_0063		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705447	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697975	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0065	2020-02-08	5666	2227	Homo sapiens	ILLUMINA	2020-08-05	SRR11047657	SRS6122487	SRP247758	RHB_RAM_0065	35		NA			RHB_RAM_0065		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705448	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697976	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0066	2020-02-08	5542	2157	Homo sapiens	ILLUMINA	2020-08-05	SRR11047656	SRS6122488	SRP247758	RHB_RAM_0066	67		NA			RHB_RAM_0066		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705449	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697977	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0075	2020-02-08	7364	3008	Homo sapiens	ILLUMINA	2020-08-05	SRR11047655	SRS6122489	SRP247758	RHB_RAM_0075	70		NA			RHB_RAM_0075		male		Human stool sample		
WGS		302	PRJNA598446	SAMN13705450	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697978	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0076	2020-02-08	5588	2245	Homo sapiens	ILLUMINA	2020-08-05	SRR11047654	SRS6122490	SRP247758	RHB_RAM_0076	NA		NA			RHB_RAM_0076		NA		Human stool sample		
WGS		302	PRJNA598446	SAMN13705451	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697979	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0078	2020-02-08	7207	2827	Homo sapiens	ILLUMINA	2020-08-05	SRR11047653	SRS6122491	SRP247758	RHB_RAM_0078	69		NA			RHB_RAM_0078		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705452	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697980	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0081	2020-02-08	6407	2627	Homo sapiens	ILLUMINA	2020-08-05	SRR11047652	SRS6122492	SRP247758	RHB_RAM_0081	NA		NA			RHB_RAM_0081		NA		Human stool sample		
WGS		302	PRJNA598446	SAMN13705453	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697981	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0085	2020-02-08	3746	1511	Homo sapiens	ILLUMINA	2020-08-05	SRR11047651	SRS6122493	SRP247758	RHB_RAM_0085	64		NA			RHB_RAM_0085		male		Human stool sample		
WGS		302	PRJNA598446	SAMN13705427	Human	MAYO CLINIC	public	fastq sra	gs ncbi s3	gs.US s3.us-east-1			SRX7697982	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0015	2020-02-08	6827	2743	Homo sapiens	ILLUMINA	2020-08-05	SRR11047650	SRS6122494	SRP247758	RHB_RAM_0015	61		NA			RHB_RAM_0015		male		Human stool sample		
WGS		302	PRJNA598446	SAMN13705454	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697983	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0093	2020-02-08	5854	2363	Homo sapiens	ILLUMINA	2020-08-05	SRR11047649	SRS6122495	SRP247758	RHB_RAM_0093	58		NA			RHB_RAM_0093		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705455	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697984	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0096	2020-02-08	10069	4067	Homo sapiens	ILLUMINA	2020-08-05	SRR11047648	SRS6122496	SRP247758	RHB_RAM_0096	NA		NA			RHB_RAM_0096		NA		Human stool sample		
WGS		302	PRJNA598446	SAMN13705456	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697985	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0098	2020-02-08	5750	2487	Homo sapiens	ILLUMINA	2020-08-05	SRR11047647	SRS6122497	SRP247758	RHB_RAM_0098	85		NA			RHB_RAM_0098		male		Human stool sample		
WGS		302	PRJNA598446	SAMN13705457	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697986	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0108	2020-02-08	6354	2578	Homo sapiens	ILLUMINA	2020-08-05	SRR11047646	SRS6122498	SRP247758	RHB_RAM_0108	80		NA			RHB_RAM_0108		male		Human stool sample		
WGS		302	PRJNA598446	SAMN13705458	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697987	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0117	2020-02-08	5049	2059	Homo sapiens	ILLUMINA	2020-08-05	SRR11047645	SRS6122499	SRP247758	RHB_RAM_0117	61		NA			RHB_RAM_0117		male		Human stool sample		
WGS		302	PRJNA598446	SAMN13705459	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697988	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0118	2020-02-08	7543	3085	Homo sapiens	ILLUMINA	2020-08-05	SRR11047644	SRS6122500	SRP247758	RHB_RAM_0118	61		NA			RHB_RAM_0118		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705460	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697989	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0121	2020-02-08	6664	2722	Homo sapiens	ILLUMINA	2020-08-05	SRR11047643	SRS6122501	SRP247758	RHB_RAM_0121	NA		NA			RHB_RAM_0121		NA		Human stool sample		
WGS		302	PRJNA598446	SAMN13705461	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697990	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0127	2020-02-08	6227	2533	Homo sapiens	ILLUMINA	2020-08-05	SRR11047642	SRS6122502	SRP247758	RHB_RAM_0127	78		NA			RHB_RAM_0127		male		Human stool sample		
WGS		302	PRJNA598446	SAMN13705462	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697991	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0129	2020-02-08	5233	2155	Homo sapiens	ILLUMINA	2020-08-05	SRR11047641	SRS6122503	SRP247758	RHB_RAM_0129	62		NA			RHB_RAM_0129		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705463	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697992	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0131	2020-02-08	6048	2442	Homo sapiens	ILLUMINA	2020-08-05	SRR11047640	SRS6122504	SRP247758	RHB_RAM_0131	74		NA			RHB_RAM_0131		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705428	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697993	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0017	2020-02-08	5780	2306	Homo sapiens	ILLUMINA	2020-08-05	SRR11047639	SRS6122505	SRP247758	RHB_RAM_0017	64		NA			RHB_RAM_0017		female		Human stool sample		
