Assay_Type	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	aliquot	category	collection_date	geo_loc_name	host	isolation_source	lat_lon	timepoint	tissue	type_sequence	Consent	Platform	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id
AMPLICON	277	PRJNA579147	SAMN13104592	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122806	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	162B.16S	2019-11-11	19	11	human gut metagenome	2019-11-12	SRR10426803	SRS5632604	SRP229454	162B.16S	9	0_Healthy	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	0_baseline		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	281	PRJNA579147	SAMN13104663	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122805	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos20D.16S	2019-11-11	7	4	human gut metagenome	2019-11-12	SRR10426804	SRS5632603	SRP229454	cos20D.16S	80	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	282	PRJNA579147	SAMN13104662	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122804	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos20C.16S	2019-11-11	14	8	human gut metagenome	2019-11-12	SRR10426805	SRS5632602	SRP229454	cos20C.16S	79	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	2_load		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	283	PRJNA579147	SAMN13104661	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122803	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos20B.16S	2019-11-11	17	10	human gut metagenome	2019-11-12	SRR10426806	SRS5632601	SRP229454	cos20B.16S	78	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	289	PRJNA579147	SAMN13104660	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122802	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos18C.16S	2019-11-11	17	9	human gut metagenome	2019-11-12	SRR10426807	SRS5632600	SRP229454	cos18C.16S	77	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	2_load		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	288	PRJNA579147	SAMN13104659	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122801	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos18B.16S	2019-11-11	10	5	human gut metagenome	2019-11-12	SRR10426808	SRS5632599	SRP229454	cos18B.16S	76	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	290	PRJNA579147	SAMN13104658	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122800	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos17D.16S	2019-11-11	21	11	human gut metagenome	2019-11-12	SRR10426809	SRS5632598	SRP229454	cos17D.16S	75	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	290	PRJNA579147	SAMN13104657	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122799	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos17C.16S	2019-11-11	19	10	human gut metagenome	2019-11-12	SRR10426810	SRS5632596	SRP229454	cos17C.16S	74	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	2_load		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	288	PRJNA579147	SAMN13104656	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122798	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos17B.16S	2019-11-11	18	9	human gut metagenome	2019-11-12	SRR10426811	SRS5632597	SRP229454	cos17B.16S	73	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	288	PRJNA579147	SAMN13104655	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122797	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos15D.16S	2019-11-11	16	9	human gut metagenome	2019-11-12	SRR10426812	SRS5632595	SRP229454	cos15D.16S	72	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	290	PRJNA579147	SAMN13104654	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122796	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos15C.16S	2019-11-11	16	9	human gut metagenome	2019-11-12	SRR10426813	SRS5632594	SRP229454	cos15C.16S	71	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	2_load		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	277	PRJNA579147	SAMN13104591	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122795	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	158B.16S	2019-11-11	7	4	human gut metagenome	2019-11-12	SRR10426814	SRS5632593	SRP229454	158B.16S	8	0_Healthy	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	0_baseline		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	292	PRJNA579147	SAMN13104653	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122794	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos15B.16S	2019-11-11	16	9	human gut metagenome	2019-11-12	SRR10426815	SRS5632592	SRP229454	cos15B.16S	70	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	288	PRJNA579147	SAMN13104652	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122793	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos14C.16S	2019-11-11	16	9	human gut metagenome	2019-11-12	SRR10426816	SRS5632591	SRP229454	cos14C.16S	69	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	2_load		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	292	PRJNA579147	SAMN13104651	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122792	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos14B.16S	2019-11-11	12	6	human gut metagenome	2019-11-12	SRR10426817	SRS5632590	SRP229454	cos14B.16S	68	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	281	PRJNA579147	SAMN13104650	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122791	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos13D.16S	2019-11-11	12	7	human gut metagenome	2019-11-12	SRR10426818	SRS5632589	SRP229454	cos13D.16S	67	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	203	PRJNA579147	SAMN13104649	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122790	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos13C.16S	2019-11-11	43	25	human gut metagenome	2019-11-12	SRR10426819	SRS5632588	SRP229454	cos13C.16S	66	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	2_load		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	203	PRJNA579147	SAMN13104648	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122789	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	cos13B.16S	2019-11-11	34	20	human gut metagenome	2019-11-12	SRR10426820	SRS5632587	SRP229454	cos13B.16S	65	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	452	PRJNA579147	SAMN13104695	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122788	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	372B.ITS	2019-11-11	19	10	human gut metagenome	2019-11-12	SRR10426821	SRS5632586	SRP229454	372B.ITS	112	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		ITS	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	516	PRJNA579147	SAMN13104694	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122787	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	368C.ITS	2019-11-11	63	41	human gut metagenome	2019-11-12	SRR10426822	SRS5632585	SRP229454	368C.ITS	111	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		ITS	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	278	PRJNA579147	SAMN13104595	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122786	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	501A.plate196.16S	2019-11-11	9	5	human gut metagenome	2019-11-12	SRR10426823	SRS5632584	SRP229454	501A.plate196.16S	12	0_Healthy	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	0_baseline		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	574	PRJNA579147	SAMN13104693	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122785	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	368B.ITS	2019-11-11	32	20	human gut metagenome	2019-11-12	SRR10426824	SRS5632583	SRP229454	368B.ITS	110	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		ITS	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	186	PRJNA579147	SAMN13104692	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122784	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	363C.ITS	2019-11-11	12	6	human gut metagenome	2019-11-12	SRR10426825	SRS5632582	SRP229454	363C.ITS	109	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		ITS	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	174	PRJNA579147	SAMN13104691	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122783	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	363B.ITS	2019-11-11	30	15	human gut metagenome	2019-11-12	SRR10426826	SRS5632581	SRP229454	363B.ITS	108	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		ITS	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	322	PRJNA579147	SAMN13104690	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122782	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	361C.ITS	2019-11-11	44	27	human gut metagenome	2019-11-12	SRR10426827	SRS5632580	SRP229454	361C.ITS	107	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		ITS	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	148	PRJNA579147	SAMN13104689	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122781	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	361B.ITS	2019-11-11	43	19	human gut metagenome	2019-11-12	SRR10426828	SRS5632579	SRP229454	361B.ITS	106	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		ITS	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	539	PRJNA579147	SAMN13104688	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122780	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	352C.ITS	2019-11-11	40	25	human gut metagenome	2019-11-12	SRR10426829	SRS5632578	SRP229454	352C.ITS	105	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		ITS	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	521	PRJNA579147	SAMN13104687	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122779	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	352B.ITS	2019-11-11	85	52	human gut metagenome	2019-11-12	SRR10426830	SRS5632577	SRP229454	352B.ITS	104	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		ITS	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	574	PRJNA579147	SAMN13104686	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122778	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	343C.ITS	2019-11-11	40	26	human gut metagenome	2019-11-12	SRR10426831	SRS5632576	SRP229454	343C.ITS	103	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		ITS	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	562	PRJNA579147	SAMN13104685	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122777	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	343B.ITS	2019-11-11	53	34	human gut metagenome	2019-11-12	SRR10426832	SRS5632575	SRP229454	343B.ITS	102	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		ITS	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	582	PRJNA579147	SAMN13104684	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122776	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	338C.ITS	2019-11-11	50	32	human gut metagenome	2019-11-12	SRR10426833	SRS5632574	SRP229454	338C.ITS	101	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		ITS	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	278	PRJNA579147	SAMN13104594	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122775	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	194B.16S	2019-11-11	11	7	human gut metagenome	2019-11-12	SRR10426834	SRS5632573	SRP229454	194B.16S	11	0_Healthy	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	0_baseline		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	279	PRJNA579147	SAMN13104585	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122774	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	20B.16S	2019-11-11	8	5	human gut metagenome	2019-11-12	SRR10426835	SRS5632572	SRP229454	20B.16S	2	0_Healthy	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	0_baseline		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
AMPLICON	279	PRJNA579147	SAMN13104584	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7122773	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	3B.16S	2019-11-11	8	5	human gut metagenome	2019-11-12	SRR10426836	SRS5632571	SRP229454	3B.16S	1	0_Healthy	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	0_baseline		16S	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	287	PRJNA579147	SAMN13255228	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188998	0	NextSeq 550	PAIRED	other	METAGENOMIC	cos7B.shotgun	2019-11-20	2845	1258	human gut metagenome	2019-11-21	SRR10499906	SRS5695082	SRP229454	cos7B.shotgun	40	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	292	PRJNA579147	SAMN13255227	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188997	0	NextSeq 550	PAIRED	other	METAGENOMIC	cos6D.shotgun	2019-11-20	2109	941	human gut metagenome	2019-11-21	SRR10499907	SRS5695081	SRP229454	cos6D.shotgun	39	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	291	PRJNA579147	SAMN13255226	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188996	0	NextSeq 550	PAIRED	other	METAGENOMIC	cos6C.shotgun	2019-11-20	2366	1050	human gut metagenome	2019-11-21	SRR10499908	SRS5695080	SRP229454	cos6C.shotgun	38	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	2_load		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	290	PRJNA579147	SAMN13255225	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188995	0	NextSeq 550	PAIRED	other	METAGENOMIC	cos6B.shotgun	2019-11-20	2324	1032	human gut metagenome	2019-11-21	SRR10499909	SRS5695079	SRP229454	cos6B.shotgun	37	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	292	PRJNA579147	SAMN13255224	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188994	0	NextSeq 550	PAIRED	other	METAGENOMIC	cos3D.shotgun	2019-11-20	3222	1436	human gut metagenome	2019-11-21	SRR10499910	SRS5695078	SRP229454	cos3D.shotgun	36	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	286	PRJNA579147	SAMN13255223	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188993	0	NextSeq 550	PAIRED	other	METAGENOMIC	cos3C.shotgun	2019-11-20	4098	1817	human gut metagenome	2019-11-21	SRR10499911	SRS5695077	SRP229454	cos3C.shotgun	35	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	2_load		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	291	PRJNA579147	SAMN13255222	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188992	0	NextSeq 550	PAIRED	other	METAGENOMIC	cos3B.shotgun	2019-11-20	4368	1940	human gut metagenome	2019-11-21	SRR10499912	SRS5695076	SRP229454	cos3B.shotgun	34	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	294	PRJNA579147	SAMN13255221	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188991	0	NextSeq 550	PAIRED	other	METAGENOMIC	cos2D.shotgun	2019-11-20	3347	1507	human gut metagenome	2019-11-21	SRR10499913	SRS5695075	SRP229454	cos2D.shotgun	33	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	287	PRJNA579147	SAMN13255220	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188990	0	NextSeq 550	PAIRED	other	METAGENOMIC	cos2C.shotgun	2019-11-20	3062	1355	human gut metagenome	2019-11-21	SRR10499914	SRS5695074	SRP229454	cos2C.shotgun	32	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	2_load		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	296	PRJNA579147	SAMN13255219	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188989	0	NextSeq 550	PAIRED	other	METAGENOMIC	cos2B.shotgun	2019-11-20	2130	962	human gut metagenome	2019-11-21	SRR10499915	SRS5695073	SRP229454	cos2B.shotgun	31	2_IL17	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	295	PRJNA579147	SAMN13255192	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188988	0	NextSeq 550	PAIRED	other	METAGENOMIC	233C.shotgun	2019-11-20	4841	2130	human gut metagenome	2019-11-21	SRR10499916	SRS5695072	SRP229454	233C.shotgun	4	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	276	PRJNA579147	SAMN13255218	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188987	0	NextSeq 550	PAIRED	other	METAGENOMIC	372C.shotgun	2019-11-20	3183	1501	human gut metagenome	2019-11-21	SRR10499917	SRS5695071	SRP229454	372C.shotgun	30	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	271	PRJNA579147	SAMN13255217	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188986	0	NextSeq 550	PAIRED	other	METAGENOMIC	372B.shotgun	2019-11-20	2396	1135	human gut metagenome	2019-11-21	SRR10499918	SRS5695070	SRP229454	372B.shotgun	29	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	293	PRJNA579147	SAMN13255216	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188985	0	NextSeq 550	PAIRED	other	METAGENOMIC	368C.shotgun	2019-11-20	4237	1899	human gut metagenome	2019-11-21	SRR10499919	SRS5695069	SRP229454	368C.shotgun	28	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	294	PRJNA579147	SAMN13255215	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188984	0	NextSeq 550	PAIRED	other	METAGENOMIC	368B.shotgun	2019-11-20	4181	1877	human gut metagenome	2019-11-21	SRR10499920	SRS5695068	SRP229454	368B.shotgun	27	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	291	PRJNA579147	SAMN13255214	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188983	0	NextSeq 550	PAIRED	other	METAGENOMIC	363C.shotgun	2019-11-20	4104	1834	human gut metagenome	2019-11-21	SRR10499921	SRS5695067	SRP229454	363C.shotgun	26	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	293	PRJNA579147	SAMN13255213	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188982	0	NextSeq 550	PAIRED	other	METAGENOMIC	363B.shotgun	2019-11-20	4153	1852	human gut metagenome	2019-11-21	SRR10499922	SRS5695066	SRP229454	363B.shotgun	25	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	294	PRJNA579147	SAMN13255212	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188981	0	NextSeq 550	PAIRED	other	METAGENOMIC	361C.shotgun	2019-11-20	3180	1439	human gut metagenome	2019-11-21	SRR10499923	SRS5695065	SRP229454	361C.shotgun	24	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	3_maint		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
WGS	275	PRJNA579147	SAMN13255211	Metagenome or environmental	NYU SCHOOL OF MEDICINE	fastq sra	gs s3	gs.US s3.us-east-1	SRX7188980	0	NextSeq 550	PAIRED	other	METAGENOMIC	361B.shotgun	2019-11-20	2477	1170	human gut metagenome	2019-11-21	SRR10499924	SRS5695064	SRP229454	361B.shotgun	23	1_TNF	2013/2017	USA: New York	Homo sapiens	feces	40.80 N 73.96 W	1_pre		shotgun	public	ILLUMINA	missing	missing	missing	missing	missing	Intesine
