Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	biomaterial_provider	cell_type	disease_state	isolate	sex	source_name	tissue	Consent	Platform
RNA-Seq		150	PRJNA542095	SAMN11609600		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811195	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	6817	4572	Homo sapiens	2019-11-21	SRR9034011	SRS4740452	SRP197303	GSM3757074							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609599		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811196	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8265	5565	Homo sapiens	2019-11-21	SRR9034012	SRS4740453	SRP197303	GSM3757075							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609597		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811198	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7249	4861	Homo sapiens	2019-11-21	SRR9034014	SRS4740454	SRP197303	GSM3757077							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609598		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811197	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	6568	4389	Homo sapiens	2019-11-21	SRR9034013	SRS4740455	SRP197303	GSM3757076							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609657		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811199	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	6819	4555	Homo sapiens	2019-11-21	SRR9034015	SRS4740456	SRP197303	GSM3757078							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609596		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811200	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7125	4750	Homo sapiens	2019-11-21	SRR9034016	SRS4740457	SRP197303	GSM3757079							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609595		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811201	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7529	4983	Homo sapiens	2019-11-21	SRR9034017	SRS4740458	SRP197303	GSM3757080							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609594		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811202	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	6278	4153	Homo sapiens	2019-11-21	SRR9034018	SRS4740459	SRP197303	GSM3757081							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609593		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811203	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7281	4842	Homo sapiens	2019-11-21	SRR9034019	SRS4740460	SRP197303	GSM3757082							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609592		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811204	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8916	6145	Homo sapiens	2019-11-21	SRR9034020	SRS4740461	SRP197303	GSM3757083							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609591		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811205	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8279	5709	Homo sapiens	2019-11-21	SRR9034021	SRS4740462	SRP197303	GSM3757084							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609590		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811206	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7758	5351	Homo sapiens	2019-11-21	SRR9034022	SRS4740463	SRP197303	GSM3757085							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609656		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811207	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8223	5656	Homo sapiens	2019-11-21	SRR9034023	SRS4740464	SRP197303	GSM3757086							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609655		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811208	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8065	5565	Homo sapiens	2019-11-21	SRR9034024	SRS4740465	SRP197303	GSM3757087							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609653		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811210	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7608	5228	Homo sapiens	2019-11-21	SRR9034026	SRS4740466	SRP197303	GSM3757089							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609654		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811209	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	9030	6190	Homo sapiens	2019-11-21	SRR9034025	SRS4740467	SRP197303	GSM3757088							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609652		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811211	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8534	5872	Homo sapiens	2019-11-21	SRR9034027	SRS4740468	SRP197303	GSM3757090							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609651		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811212	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7939	5466	Homo sapiens	2019-11-21	SRR9034028	SRS4740469	SRP197303	GSM3757091							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609650		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811213	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7983	5499	Homo sapiens	2019-11-21	SRR9034029	SRS4740470	SRP197303	GSM3757092							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609649		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811214	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8205	5655	Homo sapiens	2019-11-21	SRR9034030	SRS4740471	SRP197303	GSM3757093							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609648		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811215	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8808	6057	Homo sapiens	2019-11-21	SRR9034031	SRS4740472	SRP197303	GSM3757094							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609647		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811216	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8672	5971	Homo sapiens	2019-11-21	SRR9034032	SRS4740473	SRP197303	GSM3757095							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609646		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811217	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8680	5950	Homo sapiens	2019-11-21	SRR9034033	SRS4740474	SRP197303	GSM3757096							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609643		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811219	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8447	5799	Homo sapiens	2019-11-21	SRR9034035	SRS4740475	SRP197303	GSM3757098							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609644		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811218	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7329	5035	Homo sapiens	2019-11-21	SRR9034034	SRS4740476	SRP197303	GSM3757097							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609642		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811220	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8542	5829	Homo sapiens	2019-11-21	SRR9034036	SRS4740477	SRP197303	GSM3757099							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609641		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811221	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7770	5304	Homo sapiens	2019-11-21	SRR9034037	SRS4740478	SRP197303	GSM3757100							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609640		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811222	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8012	5470	Homo sapiens	2019-11-21	SRR9034038	SRS4740479	SRP197303	GSM3757101							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609639		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811223	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8008	5457	Homo sapiens	2019-11-21	SRR9034039	SRS4740480	SRP197303	GSM3757102							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609638		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811224	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7802	5206	Homo sapiens	2019-11-21	SRR9034040	SRS4740481	SRP197303	GSM3757103							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609637		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811225	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7768	5199	Homo sapiens	2019-11-21	SRR9034041	SRS4740482	SRP197303	GSM3757104							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609636		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811226	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7698	5127	Homo sapiens	2019-11-21	SRR9034042	SRS4740483	SRP197303	GSM3757105							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609635		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811227	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	6929	4636	Homo sapiens	2019-11-21	SRR9034043	SRS4740484	SRP197303	GSM3757106							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609634		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811228	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7088	4855	Homo sapiens	2019-11-21	SRR9034044	SRS4740485	SRP197303	GSM3757107							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609626		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811229	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8530	5847	Homo sapiens	2019-11-21	SRR9034045	SRS4740486	SRP197303	GSM3757108							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609633		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811230	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8277	5667	Homo sapiens	2019-11-21	SRR9034046	SRS4740487	SRP197303	GSM3757109							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609632		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811231	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8000	5426	Homo sapiens	2019-11-21	SRR9034047	SRS4740488	SRP197303	GSM3757110							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609631		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811232	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8314	5630	Homo sapiens	2019-11-21	SRR9034048	SRS4740489	SRP197303	GSM3757111							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609630		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811233	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8187	5520	Homo sapiens	2019-11-21	SRR9034049	SRS4740490	SRP197303	GSM3757112							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609629		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811234	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7165	4860	Homo sapiens	2019-11-21	SRR9034050	SRS4740491	SRP197303	GSM3757113							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609628		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX5811235	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	6688	4500	Homo sapiens	2019-11-21	SRR9034051	SRS4740492	SRP197303	GSM3757114							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609627		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811236	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	6671	4480	Homo sapiens	2019-11-21	SRR9034052	SRS4740493	SRP197303	GSM3757115							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609625		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811237	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8685	5836	Homo sapiens	2019-11-21	SRR9034053	SRS4740494	SRP197303	GSM3757116							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609624		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811238	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8883	5965	Homo sapiens	2019-11-21	SRR9034054	SRS4740495	SRP197303	GSM3757117							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609661		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811239	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7447	5030	Homo sapiens	2019-11-21	SRR9034055	SRS4740496	SRP197303	GSM3757118							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609660		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811240	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8827	5977	Homo sapiens	2019-11-21	SRR9034056	SRS4740497	SRP197303	GSM3757119							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609659		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811241	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	8336	5626	Homo sapiens	2019-11-21	SRR9034057	SRS4740498	SRP197303	GSM3757120							skin biopsy, SSc patient	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJNA542095	SAMN11609658		GEO	fastq sra	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX5811242	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC		2019-05-09	7079	4786	Homo sapiens	2019-11-21	SRR9034058	SRS4740499	SRP197303	GSM3757121							skin biopsy, healthy control	skin biopsy	public	ILLUMINA
RNA-Seq		150	PRJEB27965	SAMEA4807073		Genomic Technolgies Core Facility University of Manchester	fastq sra	ftp-ena gs s3	gs.US s3.us-east-1	ERX2730422	200	Illumina HiSeq 4000	PAIRED	RANDOM	TRANSCRIPTOMIC	Sample 10_p	2019-06-09	3925	1586	Homo sapiens	2019-06-10	ERR2716259	ERS2626982	ERP110106	SAMEA4807073									public	ILLUMINA
RNA-Seq		150	PRJEB27965	SAMEA4807074		Genomic Technolgies Core Facility University of Manchester	fastq sra	ftp-ena gs s3	gs.US s3.us-east-1	ERX2730423	200	Illumina HiSeq 4000	PAIRED	RANDOM	TRANSCRIPTOMIC	Sample 11_p	2019-06-09	4316	1611	Homo sapiens	2019-06-10	ERR2716260	ERS2626983	ERP110106	SAMEA4807074									public	ILLUMINA
RNA-Seq		150	PRJEB27965	SAMEA4807075		Genomic Technolgies Core Facility University of Manchester	fastq sra	ftp-ena gs s3	gs.US s3.us-east-1	ERX2730424	200	Illumina HiSeq 4000	PAIRED	RANDOM	TRANSCRIPTOMIC	Sample 12_p	2019-06-09	3462	1381	Homo sapiens	2019-06-10	ERR2716261	ERS2626984	ERP110106	SAMEA4807075									public	ILLUMINA
RNA-Seq		150	PRJEB27965	SAMEA4807076		Genomic Technolgies Core Facility University of Manchester	fastq sra	ftp-ena gs s3	gs.US s3.us-east-1	ERX2730425	200	Illumina HiSeq 4000	PAIRED	RANDOM	TRANSCRIPTOMIC	Sample 7_p	2019-06-09	4219	1582	Homo sapiens	2019-06-10	ERR2716262	ERS2626985	ERP110106	SAMEA4807076									public	ILLUMINA
RNA-Seq		150	PRJEB27965	SAMEA4807077		Genomic Technolgies Core Facility University of Manchester	fastq sra	ftp-ena gs s3	gs.US s3.us-east-1	ERX2730426	200	Illumina HiSeq 4000	PAIRED	RANDOM	TRANSCRIPTOMIC	Sample 8_p	2019-06-09	3811	1410	Homo sapiens	2019-06-10	ERR2716263	ERS2626986	ERP110106	SAMEA4807077									public	ILLUMINA
RNA-Seq		150	PRJEB27965	SAMEA4807078		Genomic Technolgies Core Facility University of Manchester	fastq sra	ftp-ena gs s3	gs.US s3.us-east-1	ERX2730427	200	Illumina HiSeq 4000	PAIRED	RANDOM	TRANSCRIPTOMIC	Sample 9_p	2019-06-09	9095	3309	Homo sapiens	2019-06-10	ERR2716264	ERS2626987	ERP110106	SAMEA4807078									public	ILLUMINA
RNA-Seq		150	PRJEB27965	SAMEA4807079		Genomic Technolgies Core Facility University of Manchester	fastq sra	ftp-ena gs s3	gs.US s3.us-east-1	ERX2730428	200	Illumina HiSeq 4000	PAIRED	RANDOM	TRANSCRIPTOMIC	Sample 1_p	2019-06-09	3127	1165	Homo sapiens	2019-06-10	ERR2716265	ERS2626988	ERP110106	SAMEA4807079									public	ILLUMINA
RNA-Seq		150	PRJEB27965	SAMEA4807080		Genomic Technolgies Core Facility University of Manchester	fastq sra	ftp-ena gs s3	gs.US s3.us-east-1	ERX2730429	200	Illumina HiSeq 4000	PAIRED	RANDOM	TRANSCRIPTOMIC	Sample 2_p	2019-06-09	3700	1366	Homo sapiens	2019-06-10	ERR2716266	ERS2626989	ERP110106	SAMEA4807080									public	ILLUMINA
RNA-Seq		150	PRJEB27965	SAMEA4807081		Genomic Technolgies Core Facility University of Manchester	fastq sra	ftp-ena gs s3	gs.US s3.us-east-1	ERX2730430	200	Illumina HiSeq 4000	PAIRED	RANDOM	TRANSCRIPTOMIC	Sample 3_p	2019-06-09	3114	1158	Homo sapiens	2019-06-10	ERR2716267	ERS2626990	ERP110106	SAMEA4807081									public	ILLUMINA
RNA-Seq		150	PRJEB27965	SAMEA4807082		Genomic Technolgies Core Facility University of Manchester	fastq sra	ftp-ena gs s3	gs.US s3.us-east-1	ERX2730431	200	Illumina HiSeq 4000	PAIRED	RANDOM	TRANSCRIPTOMIC	Sample 4_p	2019-06-09	3856	1415	Homo sapiens	2019-06-10	ERR2716268	ERS2626991	ERP110106	SAMEA4807082									public	ILLUMINA
RNA-Seq		151	PRJEB27965	SAMEA4807083		Genomic Technolgies Core Facility University of Manchester	fastq sra	ftp-ena gs s3	gs.US s3.us-east-1	ERX2730432	200	Illumina HiSeq 4000	PAIRED	RANDOM	TRANSCRIPTOMIC	Sample 5_p	2019-06-09	3898	1455	Homo sapiens	2019-06-10	ERR2716269	ERS2626992	ERP110106	SAMEA4807083									public	ILLUMINA
RNA-Seq		150	PRJEB27965	SAMEA4807084		Genomic Technolgies Core Facility University of Manchester	fastq sra	ftp-ena gs s3	gs.US s3.us-east-1	ERX2730433	200	Illumina HiSeq 4000	PAIRED	RANDOM	TRANSCRIPTOMIC	Sample 6_p	2019-06-09	3548	1295	Homo sapiens	2019-06-10	ERR2716270	ERS2626993	ERP110106	SAMEA4807084									public	ILLUMINA
RNA-Seq		300	PRJNA563353	SAMN12672848		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX6790287	0	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC		2019-09-02	3023	1260	Homo sapiens	2019-09-05	SRR10056389	SRS5347692	SRP220377	GSM4056872			cDC2_CD5+	Systemic sclerosis			FACS sorted from PBMC		public	ILLUMINA
RNA-Seq		300	PRJNA563353	SAMN12672847		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX6790288	0	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC		2019-09-02	3521	1479	Homo sapiens	2019-09-05	SRR10056390	SRS5347693	SRP220377	GSM4056873			cDC2_CD5+	Systemic sclerosis			FACS sorted from PBMC		public	ILLUMINA
RNA-Seq		300	PRJNA563353	SAMN12672846		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX6790289	0	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC		2019-09-02	5044	2111	Homo sapiens	2019-09-05	SRR10056391	SRS5347694	SRP220377	GSM4056874			cDC2_CD5+	Systemic sclerosis			FACS sorted from PBMC		public	ILLUMINA
RNA-Seq		300	PRJNA563353	SAMN12672845		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX6790290	0	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC		2019-09-02	13229	5392	Homo sapiens	2019-09-05	SRR10056392	SRS5347695	SRP220377	GSM4056875			cDC2_CD5+	Systemic sclerosis			FACS sorted from PBMC		public	ILLUMINA
RNA-Seq		300	PRJNA563353	SAMN12672826		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX6790309	0	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC		2019-09-02	5496	2286	Homo sapiens	2019-09-05	SRR10056411	SRS5347714	SRP220377	GSM4056894			cDC2_CD5-CD163+CD14-	Systemic sclerosis			FACS sorted from PBMC		public	ILLUMINA
RNA-Seq		300	PRJNA563353	SAMN12672825		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX6790310	0	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC		2019-09-02	5464	2233	Homo sapiens	2019-09-05	SRR10056412	SRS5347715	SRP220377	GSM4056895			cDC2_CD5-CD163+CD14-	Systemic sclerosis			FACS sorted from PBMC		public	ILLUMINA
RNA-Seq		300	PRJNA563353	SAMN12672824		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX6790311	0	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC		2019-09-02	5292	2150	Homo sapiens	2019-09-05	SRR10056413	SRS5347716	SRP220377	GSM4056896			cDC2_CD5-CD163+CD14-	Systemic sclerosis			FACS sorted from PBMC		public	ILLUMINA
RNA-Seq		300	PRJNA563353	SAMN12672823		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX6790312	0	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC		2019-09-02	4122	1737	Homo sapiens	2019-09-05	SRR10056414	SRS5347717	SRP220377	GSM4056897			cDC2_CD5-CD163+CD14-	Systemic sclerosis			FACS sorted from PBMC		public	ILLUMINA
RNA-Seq		300	PRJNA563353	SAMN12672822		GEO	fastq sra	gs s3	gs.US s3.us-east-1	SRX6790313	0	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC		2019-09-02	11185	4612	Homo sapiens	2019-09-05	SRR10056415	SRS5347718	SRP220377	GSM4056898			cDC2_CD5-CD163+CD14-	Systemic sclerosis			FACS sorted from PBMC		public	ILLUMINA
